title,id,activity,creation,status
pickle/cPickle saves invalid/incomplete data,15504,2012-08-06.08:43:11,2012-07-30.15:43:47,1
is_cgi doesn't function as documented for cgi_directories,14565,2012-08-04.16:52:43,2012-04-12.18:21:06,1
Enhancements to gdb 7 debugging hooks,12605,2012-08-03.23:38:38,2011-07-21.21:02:13,1
ctypes Structures with subclassed types in the _fields_ list,15459,2012-08-03.02:58:45,2012-07-26.18:35:05,1
"bdist_wininst installers may terminate with ""close failed in file object destructor:\nsys.excepthook is missing\nlost sys.stderr""",15321,2012-08-01.23:57:42,2012-07-11.00:08:28,1
Edit docs to hide hashlib.md5(),15468,2012-08-01.20:51:01,2012-07-27.15:46:47,1
Allow MAX_STRING_LENGTH limits to be changed at runtime,15479,2012-08-01.18:03:34,2012-07-28.16:13:52,1
ctype with packed bitfields does not match native compiler,15453,2012-08-01.03:09:32,2012-07-26.07:24:57,1
Allow dircmp.report() output stream to be customized,15454,2012-08-01.02:08:56,2012-07-26.07:48:51,1
Add option to not install into /Applications,11486,2012-07-31.18:43:00,2011-03-13.21:32:20,1
Add shutil.open,3177,2012-07-31.16:03:34,2008-06-23.11:38:23,1
Python 3.2.2 Mac installer version doesn't accept multibyte character in interactive mode,13759,2012-07-31.12:15:27,2012-01-11.07:36:55,1
Cmd: list available completions from the cmd.Cmd subclass and filter out EOF handler(s),13214,2012-07-30.07:15:55,2011-10-18.19:16:06,1
python-config code should be in sysconfig,11602,2012-07-26.23:23:57,2011-03-18.19:11:17,1
Behavior of assigning to __dict__ is not documented,15360,2012-07-26.16:14:58,2012-07-15.17:25:06,1
Tutorial: Example of Source Code Encoding triggers error,13525,2012-07-25.22:50:45,2011-12-03.13:17:22,1
getpass.getpass doesn't close tty file,11466,2012-07-24.14:26:36,2011-03-11.11:54:51,1
document “--” as a way to distinguish option w/ narg='+' from positional argument in argparse,9182,2012-07-23.18:44:03,2010-07-06.16:24:38,1
os.fork/os.popen behaviour change between 2.7 and 3.2,15408,2012-07-23.18:20:40,2012-07-20.15:56:00,1
Installing sgmlop causes xmlrpclib error,4713,2012-07-23.12:01:13,2008-12-21.21:30:06,1
Improve filecmp documentation,15430,2012-07-23.04:18:44,2012-07-23.02:39:30,1
Output .pyd name in error message of ImportError when DLL load fails,10854,2012-07-22.22:53:15,2011-01-07.15:48:43,1
argparse: creating an already defined subparsers does not raises an exception,14856,2012-07-21.22:29:28,2012-05-19.12:27:50,1
"file.{read,readlines} behaviour on Solaris",8893,2012-07-21.20:50:49,2010-06-03.23:50:43,1
"Suggestion to improve argparse's help messages for ""store_const""",14504,2012-07-21.20:38:59,2012-04-05.08:34:11,1
dbm.sqlite proof of concept,3783,2012-07-21.13:36:28,2008-09-04.23:57:30,1
unittest: _top_level_dir is incorrectly persisted between calls to different load_test methods,15010,2012-07-20.18:35:19,2012-06-06.01:20:42,1
Use getaddrinfo() in urllib2.py for IPv6 support,1675455,2012-07-20.14:31:47,2007-03-07.05:19:06,1
os.utime() mishandles some arguments,15382,2012-07-17.23:19:44,2012-07-17.21:02:38,1
copy.copy() does not properly copy os.environment,15373,2012-07-17.11:40:18,2012-07-16.16:08:57,1
_elementtree: Raise ImportError when importing of pyexpat fails,14988,2012-07-17.11:26:47,2012-06-03.07:21:55,1
Source installation sets incorrect permissions for Grammar3.2.3.final.0.pickle,15317,2012-07-16.06:38:51,2012-07-10.07:21:17,1
Improvements to trace._Ignore,10908,2012-07-15.03:53:40,2011-01-14.15:52:50,1
urllib2.urlopen fails to load URL,14826,2012-07-09.01:00:08,2012-05-16.08:54:33,1
"setup.py only adds /prefix/lib, not /prefix/lib64",14791,2012-07-08.04:44:29,2012-05-12.16:40:42,1
invalid docs for subprocess exceptions with shell=True,14879,2012-07-07.10:42:18,2012-05-22.06:09:53,1
csv writer doesn't escape escapechar,12178,2012-07-07.08:40:10,2011-05-25.18:27:10,1
Implement sectionxform in configparser,11027,2012-07-07.08:34:48,2011-01-27.14:37:04,1
new.code and new.function crashes Python iterpretter,15251,2012-07-07.02:29:12,2012-07-04.17:29:13,1
ast.literal_eval fails on some literals,15245,2012-07-06.17:29:31,2012-07-03.20:11:26,1
Guard against invalid file handles in os functions,15263,2012-07-06.15:54:48,2012-07-06.14:16:36,1
distutils dereferences symlinks on Mac OS X but not on Linux,15205,2012-07-04.11:07:24,2012-06-27.12:53:40,1
mbox parser incorrect behaviour,11728,2012-07-04.04:24:49,2011-03-31.12:04:25,1
distutils Extension fails to be created with unicode package names,14978,2012-07-03.04:27:56,2012-06-01.10:09:44,1
uuid module falls back to unsuitable RNG,15206,2012-07-01.18:40:55,2012-06-27.14:01:39,1
tkinter convenience dialogs don't use themed widgets,15191,2012-07-01.01:22:21,2012-06-26.08:41:33,1
Do not rely on AC_RUN_IFELSE tests in the configury,14324,2012-06-30.14:54:48,2012-03-15.17:23:09,1
os.path.is*() may return False if path can't be accessed,15221,2012-06-29.03:54:52,2012-06-29.00:19:48,1
Reference cycle when importing ctypes,12142,2012-06-28.14:53:45,2011-05-21.22:39:48,1
Naming conventions and guidelines for packages and namespace packages,14899,2012-06-27.08:29:55,2012-05-24.12:42:06,1
irda socket support,1522400,2012-06-25.19:22:13,2006-07-14.08:19:28,1
Mailbox module should support other mbox formats in addition to mboxo,13698,2012-06-25.18:59:03,2012-01-02.21:46:27,1
Add etag support to urllib.request.urlopen,15090,2012-06-24.19:31:52,2012-06-17.07:02:36,1
Add special case for latin messages in email.mime.text,15016,2012-06-24.14:48:06,2012-06-06.09:13:28,1
"Re-title the ""Using Backslash to Continue Statements"" anti-idiom",7391,2012-06-24.11:21:09,2009-11-24.14:19:22,1
Change os.sendfile so its arguments are stable,15078,2012-06-23.23:08:19,2012-06-15.10:53:38,1
PEP 384 inconsistent with implementation,15140,2012-06-22.18:58:03,2012-06-22.18:11:27,1
Duplicated Content-Transfer-Encoding header when applying email.encoders,15115,2012-06-20.14:58:24,2012-06-20.10:38:31,1
fileinput requires two EOF when reading stdin,15068,2012-06-19.09:14:15,2012-06-14.15:19:34,1
Document that importing .pyo files needs python -O,12982,2012-06-19.07:04:13,2011-09-14.20:32:42,1
exec of function doesn't call __getitem__ or __missing__ on undefined global,15099,2012-06-18.18:42:27,2012-06-18.10:59:58,1
mail message parsing glitch,1590744,2012-06-18.08:03:55,2006-11-05.09:21:04,1
Option for regex groupdict() to show only matching names,14991,2012-06-17.18:26:34,2012-06-03.17:01:00,1
Improving wording on the thread-safeness of import,15097,2012-06-17.15:38:47,2012-06-17.14:23:55,1
test_imaplib problem - intermittent skips and LOGINDISABLED not reported,15095,2012-06-17.14:14:14,2012-06-17.11:09:53,1
argparse: option for a positional argument,15062,2012-06-16.18:25:57,2012-06-13.23:15:45,1
Getting the starting date of iso week from a week number and a year.,14423,2012-06-15.11:04:49,2012-03-27.12:01:13,1
Codecs Anomaly,12508,2012-06-15.08:57:38,2011-07-06.22:45:47,1
PY_CFLAGS and PY_CPPFLAGS inconsistent,11600,2012-06-15.08:15:19,2011-03-18.18:47:17,1
Unittest CLI does not support test packages very well,15007,2012-06-15.08:06:10,2012-06-05.21:20:28,1
Cygwin install (regen) problem,15047,2012-06-15.00:08:21,2012-06-11.18:21:42,1
document immutable type subclassing via __new__,4442,2012-06-13.20:22:52,2008-11-26.17:08:01,1
line buffering isn't always,15049,2012-06-13.12:56:28,2012-06-12.01:15:24,1
Add subprocess.iter_output() convenience function,13578,2012-06-12.12:00:10,2011-12-11.05:05:54,1
Tkinter single-threaded deadlock,14390,2012-06-08.19:01:00,2012-03-22.20:48:30,1
Update Defining New Types chapter according to PEP 253,15029,2012-06-07.17:27:11,2012-06-07.17:25:09,1
Failure to build _dbm with ndbm on Arch Linux,14185,2012-06-07.16:40:45,2012-03-03.19:00:55,1
pep-0370 on osx duplicates existing functionality,8084,2012-06-07.13:27:00,2010-03-07.12:29:09,1
xdrlib.Packer().pack_fstring throws a TypeError when called with a str(),9544,2012-06-06.18:29:37,2010-08-09.05:51:25,1
email.message.Message.set_payload and as_string given charset 'us-ascii' plus 8bit data produces invalid message,7304,2012-06-06.08:33:05,2009-11-10.22:32:46,1
"import unicodedata, DLL load failed on Python 2.7.3",14975,2012-06-01.21:12:42,2012-05-31.22:42:25,1
Inconsistent newline handling in email module,975330,2012-05-28.18:40:32,2004-06-18.12:50:50,1
Pdb does not stop at a breakpoint set on the line of a function definition,14808,2012-05-25.11:56:43,2012-05-14.15:36:58,1
Pdb incorrectly handles a method breakpoint when module not imported,14795,2012-05-25.11:55:57,2012-05-13.15:25:56,1
"setting a bp on current function, Pdb stops at next line although no bp",14792,2012-05-25.11:55:09,2012-05-12.19:50:48,1
"after continue, Pdb stops at a line without a breakpoint",14789,2012-05-25.11:54:29,2012-05-12.13:54:11,1
Add support for using a default CTE of '8bit' to MIMEText,12553,2012-05-24.14:50:24,2011-07-13.16:47:25,1
allow other rounding modes in round(),13060,2012-05-24.14:30:47,2011-09-29.15:16:49,1
No option to run bdist_wininst against newer msvc versions on non-windows systems,14877,2012-05-24.05:52:14,2012-05-22.01:36:23,1
error flattening complex smime signed message,968430,2012-05-24.03:23:30,2004-06-07.20:34:58,1
email.generator.Generator memory consumption,6942,2012-05-24.03:18:38,2009-09-18.23:53:51,1
The email package should defer to the codecs module for	all aliases,8898,2012-05-24.03:15:34,2010-06-04.18:53:49,1
email MIME-Version headers for each part in multipart message,11021,2012-05-24.03:03:53,2011-01-26.23:47:24,1
Link/Compile Error on Sun Sparc Solaris10 with gcc3.4.3----python2.6.8,14882,2012-05-23.01:03:32,2012-05-22.09:31:44,1
netrc does not handle accentuated characters,14844,2012-05-22.13:55:21,2012-05-17.21:23:44,1
wininst regression: errors when building on linux,8954,2012-05-22.02:04:26,2010-06-09.14:20:42,1
imaplib erronously quotes atoms such as flags,14869,2012-05-21.11:32:18,2012-05-21.09:56:51,1
inspect.getargs fails on some anonymous tuples,14611,2012-05-21.06:17:08,2012-04-18.08:35:08,1
null source chars handled oddly by tokenize,1105770,2012-05-21.03:25:25,2005-01-20.07:35:04,1
list(<generator expression>) != [<list comprehension>],14845,2012-05-20.07:14:03,2012-05-17.22:47:37,1
Tutorial offers dangerous advice about iterators: “__iter__() can just return self”,8376,2012-05-16.22:29:47,2010-04-12.06:35:57,1
Patch to print symbolic value or errno in EnvironmentError.__str__(),2920,2012-05-16.16:20:34,2008-05-19.20:14:34,1
Possible to set invalid Content-Transfer-Encoding on email.mime.multipart.MIMEMultipart,1823,2012-05-16.01:58:44,2008-01-14.11:17:11,1
email/charset.py convert() patch,1443875,2012-05-16.01:38:34,2006-03-06.04:41:30,1
API enhancement: poplib.MailReader(),740495,2012-05-16.01:36:15,2003-05-20.14:35:26,1
External storage protocol for large email messages,1043706,2012-05-16.01:35:42,2004-10-09.20:34:27,1
Pdb does not stop at a breakpoint,14751,2012-05-13.15:48:49,2012-05-08.13:00:17,1
_PyInstance_Lookup() defeats its purpose,9751,2012-05-09.19:31:09,2010-09-03.09:30:10,1
Add PyArg_Parse format unit like O& but providing context,14739,2012-05-07.10:45:55,2012-05-07.09:35:09,1
Support new features of ZLIB 1.2.7,8536,2012-05-03.21:33:58,2010-04-26.17:23:08,1
cgi handling of POSTed files is broken,8077,2012-05-03.08:43:50,2010-03-06.01:43:39,1
h2py.py can fail with UnicodeDecodeError,13032,2012-05-02.18:46:02,2011-09-23.08:37:40,1
Add a macro for unreachable code,14656,2012-05-02.15:54:04,2012-04-23.21:52:11,1
distutils's build_msi command ignores the data_files argument,14529,2012-05-02.06:33:09,2012-04-08.17:49:18,1
distutils's build_wininst command fails to correctly interpret the data_files argument,14530,2012-05-02.06:32:46,2012-04-08.17:58:19,1
Security page out of date,14643,2012-04-29.13:05:44,2012-04-22.09:28:11,1
ZipFile.write fails with bad modification time,1760357,2012-04-28.19:44:56,2007-07-25.14:54:52,1
multiprocessing.Connection does not communicate pipe closure between parent and child,12488,2012-04-25.13:25:55,2011-07-04.11:43:29,1
traceback module docs should show how to print/fomat an exception object,14655,2012-04-24.05:02:06,2012-04-23.21:22:51,1
"xml.etree.ElementTree.tostring returns type bytes, expected type str",10942,2012-04-23.14:42:06,2011-01-19.00:12:25,1
PyTuple_SET_ITEM could check bounds in debug mode,14614,2012-04-20.06:40:35,2012-04-18.15:03:33,1
Need fixer for dl (removed) -> ctypes module,2470,2012-04-19.12:41:20,2008-03-24.06:24:34,1
Enhanced variable substitution for databases,14619,2012-04-19.08:54:22,2012-04-19.05:14:54,1
ctypes variable limits,9030,2012-04-18.20:20:53,2010-06-18.20:10:32,1
__class__ assignment: new-style? heap? == confusing,4600,2012-04-17.17:12:08,2008-12-08.21:25:21,1
http.server query string handling is incorrect and inefficient,14567,2012-04-16.17:51:45,2012-04-12.19:53:06,1
document imp.load_dynamic(),14594,2012-04-16.16:20:03,2012-04-16.11:44:43,1
HP-UX local libraries not included,14568,2012-04-13.01:38:53,2012-04-12.21:24:04,1
release GIL while doing I/O operations in the mmap module,1572968,2012-04-12.22:03:09,2006-10-08.00:26:31,1
telnetlib Telnet.expect fails with timeout=0,14556,2012-04-12.18:55:29,2012-04-12.01:20:16,1
socketmodule.c on HPUX ia64 without	_XOPEN_SOURCE_EXTENDED compiles incorrectly,5895,2012-04-12.03:56:24,2009-05-01.16:37:54,1
os.path.abspath() should have an option to use PWD,14550,2012-04-11.17:39:24,2012-04-11.17:17:50,1
lll.py can't handle multiple parameters correctly,14546,2012-04-11.14:36:45,2012-04-11.14:29:36,1
How to link with an external libffi?,14527,2012-04-11.02:05:29,2012-04-08.02:25:34,1
Denser dicts and linear probing,10408,2012-04-09.22:38:09,2010-11-13.14:48:06,1
zipfile.ZipFile.write should accept fp as argument,11980,2012-04-07.19:25:47,2011-05-02.16:34:51,1
socketserver can't stop,13749,2012-04-07.01:12:19,2012-01-09.19:19:28,1
2to3 creates illegal code on import a.b inside a package,12864,2012-03-30.02:00:41,2011-08-30.21:59:21,1
Providing more fine-grained control over assert statements,14445,2012-03-29.17:21:41,2012-03-29.17:07:11,1
Add socketserver running property,14375,2012-03-27.15:58:28,2012-03-20.16:53:10,1
SocketServer.DatagramRequestHandler,1767511,2012-03-27.14:34:41,2007-08-04.09:21:27,1
SocketServer.DatagramRequestHandler Broken under Linux,5824,2012-03-27.14:32:34,2009-04-23.22:20:37,1
make cProfile multi-stack aware,9609,2012-03-26.14:49:16,2010-08-15.15:09:35,1
Strange Exception from copying an iterator,14350,2012-03-25.22:58:17,2012-03-17.19:04:25,1
msvc9compiler.py doesn't properly generate manifest files.,13486,2012-03-25.21:33:08,2011-11-26.21:59:42,1
"""setup.py register sdist upload"" requires pass to be saved",9995,2012-03-24.15:52:02,2010-09-30.09:27:21,1
tkinter Dialog fails when more than four buttons are used,1447222,2012-03-22.20:32:54,2006-03-10.13:54:22,1
wm_attributes doesn't take keyword arguments,1500773,2012-03-21.19:45:52,2006-06-05.06:35:26,1
wait_variable hangs at exit,978604,2012-03-21.17:09:44,2004-06-23.23:07:12,1
Document how to forward POST data on redirects,14338,2012-03-19.15:31:33,2012-03-16.20:25:01,1
Proper gettext support in locale module,14353,2012-03-17.20:54:39,2012-03-17.20:49:56,1
http.server doesn't process Status header from CGI scripts,10487,2012-03-16.08:22:59,2010-11-21.07:50:41,1
Compiling evil ast crashes interpreter,11105,2012-03-16.03:24:55,2011-02-03.05:02:39,1
NewGIL should use CLOCK_MONOTONIC if possible.,12822,2012-03-15.01:22:35,2011-08-23.07:43:36,1
multiprocessing.Pool: Need a way to find out if work are finished.,12294,2012-03-14.18:27:04,2011-06-09.13:59:51,1
Fully qualified test name in failure output,14265,2012-03-14.15:04:15,2012-03-12.19:59:47,1
fileinput.hook_compressed returning bytes from gz file,5758,2012-03-13.15:20:46,2009-04-14.23:48:01,1
parsetok.c emits warnings by writing to stderr,1531415,2012-03-13.01:46:09,2006-07-30.21:37:34,1
pulldom doesn't provide END_DOCUMENT or COMMENT nodes.,9371,2012-03-11.21:25:46,2010-07-24.13:01:50,1
pkgutil.iter_zipimport_modules ignores the prefix parameter for packages,14209,2012-03-09.08:54:28,2012-03-06.15:02:24,1
"Option to kill ""stuck"" workers in a multiprocessing pool",14148,2012-03-07.20:12:38,2012-02-28.11:42:59,1
print unicode string error in win8 cmd console,14170,2012-03-05.21:13:57,2012-03-02.03:43:30,1
Python source code build fails with old mercurial,12346,2012-03-04.15:02:20,2011-06-16.08:14:24,1
Speed up list comprehensions by preallocating the list where possible,14126,2012-03-03.23:18:54,2012-02-25.23:29:26,1
HP/UX compiler workarounds,12572,2012-03-01.13:38:06,2011-07-15.15:40:25,1
sys.executable generating canonical path,14088,2012-02-27.09:32:49,2012-02-22.16:36:56,1
move_file()'s return value when dry_run=1 unclear,1112955,2012-02-25.06:51:00,2005-01-31.05:18:41,1
Distutils manifest: recursive-(include|exclude) matches suffix instead of full filename,14106,2012-02-25.05:45:21,2012-02-24.14:46:34,1
Adding additional level of bookmarks and section numbers in python pdf documents.,9056,2012-02-24.11:07:56,2010-06-22.03:00:34,1
Allow to use a part of subprocess module during building Python,7438,2012-02-21.03:19:48,2009-12-05.04:34:42,1
AttributeError: MSVCCompiler instance has no attribute '_MSVCCompiler__root',7509,2012-02-19.09:04:41,2009-12-15.06:24:00,1
DeprecationWarnings in distutils are pointless,7694,2012-02-18.01:18:36,2010-01-13.16:48:37,1
distutils handling of windows manifest isn't optimal,13892,2012-02-16.15:45:41,2012-01-27.21:09:25,1
ValueError: cannot convert float NaN to integer,13986,2012-02-16.10:27:08,2012-02-10.11:43:57,1
Extra spaces in the output of time.ctime,13927,2012-02-14.00:25:56,2012-02-02.20:49:35,1
multiple lib and include directories on Linux,13962,2012-02-07.21:45:05,2012-02-07.16:16:26,1
HTTPSConnection __init__ super implementation causes recursion error,13771,2012-02-05.09:57:54,2012-01-11.17:53:10,1
Crash 0xc0000417 STATUS_INVALID_CRUNTIME_PARAMETER on program exit,8418,2012-02-04.15:54:12,2010-04-16.13:47:20,1
codecs error handler is called with a UnicodeDecodeError with the same args,13830,2012-02-04.00:52:46,2012-01-19.19:56:36,1
Improve description of cmd module,13875,2012-02-03.13:55:13,2012-01-26.14:27:57,1
Infinite recursion in curses.textpad.Textbox,13051,2012-01-25.14:28:02,2011-09-28.00:47:10,1
Further improve casefold documentation,13828,2012-01-20.01:12:41,2012-01-19.17:06:02,1
misleading return from isidentifier,13821,2012-01-19.01:10:03,2012-01-19.00:54:19,1
Out of date links in the sidebar of the documentation index of versions 3.1 and 3.2,13122,2012-01-16.09:17:54,2011-10-07.15:02:19,1
Recommend xml.etree for XML processing,13275,2012-01-16.07:52:13,2011-10-27.10:05:59,1
timeit execution enviroment,1397474,2012-01-14.00:54:52,2006-01-05.03:50:10,1
correct docstring for builtin compile,13677,2012-01-09.16:22:02,2011-12-29.17:49:22,1
builtin compile() doc needs PyCF_DONT_IMPLY_DEDENT,1612012,2012-01-09.16:13:43,2006-12-09.05:45:57,1
Add shutil.chowntree,13033,2012-01-07.12:12:37,2011-09-23.09:24:09,1
Notes about module load path,13562,2012-01-06.18:55:10,2011-12-09.02:22:04,1
reorder set.intersection parameters for better performance,13653,2012-01-02.22:30:40,2011-12-23.00:54:13,1
os.listdir documentation should mention surrogateescape,13561,2012-01-02.17:16:48,2011-12-09.01:49:59,1
locale.strxfrm does not work with Unicode strings,2481,2012-01-02.02:25:58,2008-03-25.14:33:55,1
ctypes' find_library breaks with ARM ABIs,13508,2011-12-30.20:55:57,2011-11-30.14:54:33,1
"Document int.conjugate, .denominator, ...",11977,2011-12-24.19:20:36,2011-05-01.20:25:26,1
Document poor interaction between multiprocessing and -m on Windows,13646,2011-12-21.14:32:54,2011-12-21.14:15:03,1
"The Linux2 platform definition is incorrect for alpha, hppa, mips, sparc",3990,2011-12-21.13:59:07,2008-09-28.17:23:55,1
sys.stderr should always be line-buffered,13601,2011-12-19.20:09:25,2011-12-14.13:11:31,1
csv.writer uses str() for floats instead of repr(),13573,2011-12-17.00:01:16,2011-12-10.18:49:54,1
ctypes: segfault with large number of callback arguments,13097,2011-12-15.05:05:02,2011-10-04.03:57:17,1
pulldom doesn't populate DOM tree,13551,2011-12-15.02:00:33,2011-12-08.00:41:38,1
Invalid 'line' tracer event on pass within else clause,13548,2011-12-12.23:20:05,2011-12-07.16:28:09,1
Improved two's complement arithmetic support: to_signed() and to_unsigned(),13535,2011-12-06.20:07:07,2011-12-06.00:49:34,1
httplib.HTTPConnection._send_request should not blindly assume dicts for headers,3276,2011-12-04.23:00:33,2008-07-04.00:19:28,1
xml.dom.Attr.name is not labeled as read-only,13127,2011-12-03.09:56:30,2011-10-08.04:18:11,1
The documentation for the print function should explain/point to how to control the sys.stdout encoding,12832,2011-11-30.15:25:08,2011-08-24.13:18:13,1
Add C hook in PyDict_SetItem for debuggers,5654,2011-11-29.21:40:35,2009-04-01.16:55:03,1
"pkgutil.extend_path do not recognize py{c,o} file",11374,2011-11-29.15:09:15,2011-03-02.14:31:05,1
Base.replace breaks tree,6899,2011-11-29.13:17:09,2009-09-13.08:50:39,1
Fix for broken nice test on non-broken platforms with pedantic compilers,13497,2011-11-29.11:47:22,2011-11-29.11:29:14,1
Allowing get_pre_input_hook from Readline,4502,2011-11-29.06:04:57,2008-12-03.01:49:36,1
"shlex not posix compliant when parsing ""foo#bar""",7611,2011-11-27.18:27:51,2009-12-31.08:42:42,1
new timezones,13466,2011-11-26.23:46:46,2011-11-23.20:00:47,1
"Mention of ""-m"" Flag Missing From Doc on Execution Model",13474,2011-11-26.13:06:48,2011-11-24.20:10:58,1
String format documentation contains error regarding %g,13433,2011-11-26.09:17:00,2011-11-19.13:01:31,1
"Check well-formedness of reST markup within ""make patchcheck""",10507,2011-11-24.19:01:04,2010-11-22.16:29:25,1
multiprocessing Pool should allow custom task queue,6407,2011-11-24.12:58:12,2009-07-03.13:23:17,1
newer() function in dep_util.py discard changes in the same second,13420,2011-11-23.16:52:31,2011-11-17.11:23:58,1
"imaplib, fetch: improper behaviour on read-only selected mailboxes",13446,2011-11-23.12:52:13,2011-11-21.17:04:18,1
CGIHTTPServer cleanup htbin,9321,2011-11-21.15:01:36,2010-07-21.08:38:00,1
build_py_2to3 does not convert when there was an error in the last run,13316,2011-11-21.14:41:24,2011-11-01.21:22:19,1
String formatting bug in interactive mode,13410,2011-11-20.09:13:37,2011-11-15.22:04:50,1
Confusing error message when passing bytes to print with file pointing to a binary file,6304,2011-11-16.11:47:17,2009-06-18.02:51:44,1
execution model - clear and complete example in documentation,4246,2011-11-16.11:45:26,2008-11-01.14:59:30,1
The encoding map from Unicode to CP932 is different from that of Windows',7983,2011-11-16.08:54:47,2010-02-22.13:12:01,1
Make robotparser.RobotFileParser ignore blank lines,13281,2011-11-13.02:41:12,2011-10-27.20:30:43,1
the table of contents in epub file is too long,13282,2011-11-12.11:40:36,2011-10-28.10:08:26,1
Result type depends on order of operands for bytes and bytearray,13298,2011-11-12.11:19:29,2011-10-31.00:14:37,1
make_buildinfo regression with unquoted path,10501,2011-11-12.05:08:44,2010-11-22.10:01:41,1
Undocumented public APIs in Python 3.2,11173,2011-11-12.05:04:41,2011-02-10.15:19:15,1
PEP 7 (or guide) add C style policies and explanation,12188,2011-11-12.05:04:14,2011-05-26.18:19:32,1
Improve dbm modules,9523,2011-11-09.22:35:50,2010-08-05.15:23:53,1
distutils install race condition,7412,2011-11-08.22:41:08,2009-11-30.09:01:05,1
"test_unicode_file fails: shutil.copy2 says ""same file""",13348,2011-11-07.18:49:31,2011-11-05.10:58:02,1
IGNORE_CASE doctest option flag,13337,2011-11-04.22:50:36,2011-11-03.19:03:19,1
execfile fixer produces code that does not close the file,13332,2011-11-04.00:11:06,2011-11-03.12:11:31,1
"datetime.strftime(""%Y"") not consistent for years < 1000",13305,2011-11-03.20:39:43,2011-10-31.20:12:37,1
_remove_visual_c_ref in distutils.msvc9compiler causes DLL load fail with embedded Python and multiple CRT versions,13320,2011-11-02.21:05:14,2011-11-02.01:17:13,1
fix_callable should be dropped from lib2to3 / changed,11440,2011-10-27.15:55:29,2011-03-08.16:08:07,1
2to3 fix_renames renames sys.maxint only in imports,13253,2011-10-27.15:44:52,2011-10-24.06:25:52,1
Interpreter crashes on invalid arg to spawnl on Windows,8036,2011-10-26.19:30:34,2010-03-01.21:12:27,1
sysconfig gives misleading results for USE_COMPUTED_GOTOS,13240,2011-10-26.03:15:01,2011-10-21.14:41:25,1
Let cgi.FieldStorage have named uploaded file,9968,2011-10-21.22:27:52,2010-09-28.11:58:14,1
Socket timeout can cause file-like readline() method to lose data,7322,2011-10-20.20:40:43,2009-11-14.17:16:31,1
Multiprocessing logging levels unclear,12174,2011-10-18.20:05:22,2011-05-25.11:54:07,1
str.title() is overzealous by upcasing combining marks	inappropriately,12737,2011-10-18.13:23:43,2011-08-11.22:37:33,1
subprocess: args with shell=True is not documented on Windows,13195,2011-10-17.16:22:45,2011-10-17.11:21:33,1
Frozen programs require the original build directory in order to run.,13011,2011-10-17.15:53:35,2011-09-20.01:44:50,1
subprocess: undocumented if shell=True is necessary to find executable in Windows PATH,13196,2011-10-17.14:01:18,2011-10-17.11:27:21,1
FD leak in urllib2,13131,2011-10-17.11:40:28,2011-10-08.12:25:52,1
multiprocessing.map skips finally blocks,13139,2011-10-15.18:52:05,2011-10-09.02:05:46,1
"Bug in file.read(), can access unknown data.",13171,2011-10-15.00:43:19,2011-10-13.18:40:10,1
2to3 should detect and delete import of removed statvfs module,5252,2011-10-14.14:03:01,2009-02-13.18:27:05,1
Python 2.6 object.__new__ argument calling autodetection faulty,5322,2011-10-10.00:03:54,2009-02-19.20:34:23,1
A mechanism is needed to override waiting for Python threads to finish,10444,2011-10-09.21:40:11,2010-11-17.14:04:16,1
[AIX] Patch to correct the AIX C/C++ linker argument used for 'runtime_library_dirs',6164,2011-10-09.09:25:54,2009-06-01.17:22:37,1
socket.getsockopt may require custom buffer contents,13045,2011-10-05.16:45:31,2011-09-25.17:12:20,1
ctypes: clearly document how structure bit fields are allocated,12880,2011-10-04.23:51:15,2011-09-02.02:34:11,1
cookielib.LWPCookieJar breaks on cookie values with a newline,12966,2011-09-26.21:13:06,2011-09-12.19:14:40,1
upload command fails to read auth information from .pypirc,11472,2011-09-23.14:50:33,2011-03-11.22:27:09,1
shutil: sort files before archiving for consistency,8891,2011-09-19.14:42:10,2010-06-03.21:13:35,1
Can't call Py_SetPath() on pointer returned by Py_GetPath(),11320,2011-09-18.14:58:31,2011-02-25.14:32:02,1
builds fail when installing to --prefix with space in path name,12956,2011-09-17.18:23:08,2011-09-10.15:55:14,1
Function calls missing from profiler output,12953,2011-09-16.18:02:24,2011-09-09.22:37:21,1
sys.excepthook doesn't work in threads,1230540,2011-09-11.18:55:28,2005-06-30.19:06:10,1
cross platform failure and silly test in doctest,6703,2011-09-09.20:13:38,2009-08-14.16:18:16,1
Support more than 255 arguments,12844,2011-09-08.17:06:25,2011-08-26.02:42:57,1
"urrlib.quote quotes too many chars, e.g., '()'",12910,2011-09-08.10:20:57,2011-09-06.10:26:38,1
xmlrpclib.__version__ not bumped with updates,12912,2011-09-07.14:15:38,2011-09-06.13:41:44,1
syntactic sugar: type coercion on pointer assignment,5149,2011-09-07.01:01:28,2009-02-04.01:20:02,1
2to3 incorrectly handles multi-line imports from __future__,12873,2011-09-02.18:21:01,2011-08-31.21:57:20,1
PyOS_Readline uses single lock,12861,2011-09-02.11:08:00,2011-08-30.17:15:54,1
Implement configurable bitfield allocation strategy,12528,2011-09-02.02:23:35,2011-07-10.19:52:36,1
Add alternative random number generators,12754,2011-08-30.14:42:48,2011-08-15.23:01:46,1
String with NUL characters truncated by ctypes when assigning to a char array,12769,2011-08-29.18:17:32,2011-08-17.13:06:11,1
